Weekly Summary;;;;;;;;;
Day;Date;;KiloCalories;Fat;Carbohydrate;Protein;Salt;Fibre;Activity
kerstomaat_count;2026-01-11;9x;36;0;8;2;0;2;19
notenmix;2026-01-11;60;373;35;11;10;0;5;19
banaan;2026-01-11;1x;105;0;27;1;0;3;19
avocado;2026-01-11;1x;320;30;17;4;0;13;19
banaan;2026-01-11;1x;105;0;27;1;0;3;21
whey-v;2026-01-11;30;120;1;3;23;0;0;
Monday;;;;;;;;;
banaan;2026-01-12;1x;105;0;27;1;0;3;8
avocado;2026-01-12;1x;320;30;17;4;0;13;12
appel;2026-01-12;1x;95;0;25;1;0;4;17
whey-v;2026-01-12;30;120;1;3;23;0;0;18
kikkererwten;2026-01-12;220;308;6;39;17;0;16;19
notenmix;2026-01-12;50;311;29;9;8;0;4;19
peer;2026-01-12;1x;100;0;27;1;0;6;20
mandarijn;2026-01-12;1x;50;0;13;1;0;2;20
appel;2026-01-12;1x;95;0;25;1;0;4;21
kiwi;2026-01-12;1x;42;0;10;1;0;2;21
whey-v;2026-01-12;30;120;1;3;23;0;0;22
Tuesday;;;;;;;;;
banaan;2026-01-13;1x;105;0;27;1;0;3;8
appel;2026-01-13;1x;95;0;25;1;0;4;10
peer;2026-01-13;1x;100;0;27;1;0;6;11
avocado;2026-01-13;1x;320;30;17;4;0;13;12
mandarijn;2026-01-13;1x;50;0;13;1;0;2;14
kiwi;2026-01-13;1x;42;0;10;1;0;2;16
whey-v;2026-01-13;60;240;2;7;46;0;0;17
passievrucht;2026-01-13;2x;34;0;8;4;1;4;18
kikkererwten;2026-01-13;265;371;7;47;21;0;19;19
notenmix;2026-01-13;50;311;29;9;8;0;4;19
appel;2026-01-13;1x;95;0;25;1;0;4;20
peer;2026-01-13;1x;100;0;27;1;0;6;21
whey-v;2026-01-13;30;120;1;3;23;0;0;22
Wednesday;;;;;;;;;
banaan;2026-01-14;1x;105;0;27;1;0;3;8
appel;2026-01-14;1x;95;0;25;1;0;4;9
peer;2026-01-14;1x;100;0;27;1;0;6;10
avocado;2026-01-14;1x;320;30;17;4;0;13;12
appel;2026-01-14;1x;95;0;25;1;0;4;14
mango;2026-01-14;1x;135;1;35;1;0;4;15
notenmix;2026-01-14;50;311;29;9;8;0;4;18
kikkererwten;2026-01-14;265;371;7;47;21;0;19;19
notenmix;2026-01-14;50;311;29;9;8;0;4;19
mandarijn;2026-01-14;1x;50;0;13;1;0;2;20
kiwi;2026-01-14;1x;42;0;10;1;0;2;21
whey-v;2026-01-14;30;120;1;3;23;0;0;22
Thursday;;;;;;;;;
banaan;2026-01-15;1x;105;0;27;1;0;3;8
kiwi;2026-01-15;1x;42;0;10;1;0;2;10
kiwi;2026-01-15;1x;42;0;10;1;0;2;11
avocado;2026-01-15;1x;320;30;17;4;0;13;12
mandarijn;2026-01-15;1x;50;0;13;1;0;2;13
appel;2026-01-15;1x;95;0;25;1;0;4;15
appel;2026-01-15;1x;95;0;25;1;0;4;16
whey-v;2026-01-15;60;240;2;7;46;0;0;17
kikkererwten;2026-01-15;265;371;7;47;21;0;19;19
jupiler;2026-01-15;1x;105;0;9;0;0;0;20
coctail;2026-01-15;1x;290;0;35;0;0;0;21
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
