Weekly Summary;;;;;;;;;
Day;Date;;KiloCalories;Fat;Carbohydrate;Protein;Salt;Fibre;Activity
zonnebloem;2026-03-17;30;194;17;4;5;0;2;19
olijfolie;2026-03-17;10;82;9;0;0;0;0;19
olijf_count;2026-03-17;7;0;0;0;0;0;0;19
kerstomaat_count;2026-03-17;7;0;0;0;0;0;0;19
parmigiano;2026-03-17;15;60;5;0;5;0;0;19
appel;2026-03-17;2x;190;1;50;1;0;9;20
mandarijn;2026-03-17;2x;100;1;26;2;0;3;20
banaan;2026-03-17;1x;105;0;27;1;0;3;21
cacao;2026-03-17;5;17;1;1;1;0;2;20
bosbes;2026-03-17;120;62;0;13;1;0;3;21
Wednesday;;;;;;;;;
mango;2026-03-18;1x;135;1;35;1;0;4;12
bosbes;2026-03-18;50;26;0;6;0;0;1;12
banaan;2026-03-18;1x;105;0;27;1;0;3;12
cacao;2026-03-18;5;17;1;1;1;0;2;12
mango;2026-03-18;1x;135;1;35;1;0;4;16
gemengde_sla;2026-03-18;200;34;0;5;2;0;4;18
feta;2026-03-18;100;297;25;2;17;2;0;18
zonnebloem;2026-03-18;30;194;17;4;5;0;2;18
olijfolie;2026-03-18;10;82;9;0;0;0;0;18
olijf_count;2026-03-18;7;0;0;0;0;0;0;18
kerstomaat_count;2026-03-18;7;0;0;0;0;0;0;18
parmigiano;2026-03-18;15;60;5;0;5;0;0;18
halvecitroensap_count;2026-03-18;1x;9;0;3;0;0;1;18
zwarte_bonen;2026-03-18;126;134;1;16;10;0;9;19
banaan;2026-03-18;1x;105;0;27;1;0;3;19
banaan;2026-03-18;1x;105;0;27;1;0;3;20
rijstkoek;2026-03-18;15.4;60;0;0;1;0;0;20
banaan;2026-03-18;1x;105;0;27;1;0;3;21
cacao;2026-03-18;15;50;2;2;4;0;5;21
bosbes_count;2026-03-18;13x;13;0;3;0;0;1;21
banaan;2026-03-18;1x;105;0;27;1;0;3;21
appel;2026-03-18;1x;95;0;25;1;0;4;21
banaan;2026-03-18;1x;105;0;27;1;0;3;21
rijstkoek;2026-03-18;15.4;60;0;0;1;0;0;21
Thursday;;;;;;;;;
wortelsoep_count;2026-03-19;1x;252;14;26;2;1;10;12
wortelen;2026-03-19;87;30;0;6;0;0;3;16
proteine;2026-03-19;50;188;1;2;38;0;4;17
rijstkoek;2026-03-19;23.1;89;1;0;2;0;1;18
kikkererwten;2026-03-19;220;308;6;39;17;0;16;18
notenmix;2026-03-19;25;156;15;5;4;0;2;18
rijstkoek;2026-03-19;23.1;89;1;0;2;0;1;19
kikkererwten;2026-03-19;220;308;6;39;17;0;16;19
notenmix;2026-03-19;33;205;19;6;5;0;3;19
rijstkoek;2026-03-19;30.8;119;1;0;2;0;1;20
feta;2026-03-19;20;59;5;0;3;0;0;21
notenmix;2026-03-19;50;311;29;9;8;0;4;21
rijstkoek;2026-03-19;30.8;119;1;0;2;0;1;21
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
