Weekly Summary;;;;;;;;;
Day;Date;;KiloCalories;Fat;Carbohydrate;Protein;Salt;Fibre;Activity
Friday;2026-06-19;;3521;102;194;137;7;30;30m run 11.6km/h
Saturday;2026-06-20;;4062;127;212;226;9;47;40m powertraining
Sunday;2026-06-21;;1363;11;158;166;1;61;50m powertraining
Monday;2026-06-22;;1602;37;126;172;1;64;25m run 11.6km/h
Tuesday;2026-06-23;;2184;38;273;184;1;122;60m powertraining
Wednesday;2026-06-24;;2080;43;236;139;0;105;16m run 11.6km/h
Thursday;2026-06-25;;1756;45;154;99;0;71;
;;Daily Average:;2367;58;193;160;3;71;
;;Adjusted For Underreporting(110%):;2604;63;213;176;3;79;
;;Calculated weight diff:;0.00;;;;;;
;;Weight Diff:;1.3;;;;;;
Detailed List;;;;;;;;;
Name;Date;Quantity;KiloCalories;Fat;Carbohydrate;Protein;Salt;Fibre;Hour
Friday;;;;;;;;;
rode_bonen;2026-06-19;240;245;2;36;20;0;16;12
bruur;2026-06-19;1x;1820;99;104;114;7;13;19
champagne;2026-06-19;1x;75;0;2;0;0;0;19
westmalle;2026-06-19;3x;750;0;36;0;0;0;19
Rode-wijn;2026-06-19;4x;512;0;16;1;0;0;19
rijstkoek;2026-06-19;30.8;119;1;0;2;0;1;
Saturday;;;;;;;;;
rode_bonen;2026-06-20;240;245;2;36;20;0;16;12
westmalle;2026-06-20;1x;250;0;12;0;0;0;17
tappa;2026-06-20;1x;850;55;45;40;4;5;17
stella33cl;2026-06-20;1x;143;0;12;2;0;0;18
fourchette;2026-06-20;1x;250;0;0;0;0;0;19
proteine;2026-06-20;60;225;1;2;45;1;5;20
edamame;2026-06-20;300;498;20;33;39;0;13;20
jupiler_25cl;2026-06-20;1x;105;0;8;1;0;0;21
orval;2026-06-20;1x;171;0;13;3;0;0;21
jupiler_25cl;2026-06-20;1x;105;0;8;1;0;0;22
westmalle;2026-06-20;1x;250;0;12;0;0;0;22
jupiler_25cl;2026-06-20;1x;105;0;8;1;0;0;23
boutlet_count;2026-06-20;2x;558;39;20;29;4;4;23
proteine;2026-06-20;60;225;1;2;45;1;5;24
olijfolie;2026-06-20;10;82;9;0;0;0;0;13
Sunday;;;;;;;;;
rode_bonen;2026-06-21;1x;102;1;15;8;0;7;12
proteine;2026-06-21;30;113;0;1;23;0;2;13
erythritol;2026-06-21;20;4;0;20;0;0;0;15
cacao;2026-06-21;15;50;2;2;4;0;5;15
proteine;2026-06-21;30;113;0;1;23;0;2;15
erythritol;2026-06-21;40;8;0;40;0;0;0;17
cacao;2026-06-21;20;66;2;3;6;0;6;17
proteine;2026-06-21;20;75;0;1;15;0;2;17
rijstkoek;2026-06-21;15.4;60;0;0;1;0;0;17
rode_bonen;2026-06-21;240;245;2;36;20;0;16;18
rijstkoek;2026-06-21;7.7;30;0;0;1;0;0;19
rode_bonen;2026-06-21;240;245;2;36;20;0;16;21
rijstkoek;2026-06-21;7.7;30;0;0;1;0;0;21
proteine;2026-06-21;60;225;1;2;45;1;5;21
Monday;;;;;;;;;
rode_bonen;2026-06-22;240;245;2;36;20;0;16;12
proteine;2026-06-22;55;206;1;2;41;1;4;17
notenmix;2026-06-22;50;311;29;9;8;0;4;
rode_bonen;2026-06-22;250;255;2;38;21;0;17;19
proteine;2026-06-22;80;300;1;3;60;1;6;20
rode_bonen;2026-06-22;250;255;2;38;21;0;17;21
rijstkoek;2026-06-22;7.7;30;0;0;1;0;0;21
Tuesday;;;;;;;;;
rode_bonen;2026-06-23;250;255;2;38;21;0;17;12
rode_bonen;2026-06-23;250;255;2;38;21;0;17;14
rode_bonen;2026-06-23;250;255;2;38;21;0;17;16
rode_bonen;2026-06-23;250;255;2;38;21;0;17;16
rode_bonen;2026-06-23;250;255;2;38;21;0;17;18
rode_bonen;2026-06-23;250;255;2;38;21;0;17;20
rode_bonen;2026-06-23;250;255;2;38;21;0;17;21
notenmix;2026-06-23;40;249;23;7;7;0;3;18
proteine;2026-06-23;40;150;1;1;30;0;3;18
wednesday;;;;;;;;;
rode_bonen;2026-06-24;750;765;6;113;63;0;50;12
rijstkoek;2026-06-24;30.8;119;1;0;2;0;1;12
notenmix;2026-06-24;50;311;29;9;8;0;4;17
rode_bonen;2026-06-24;750;765;6;113;63;0;50;19
rijstkoek;2026-06-24;30.8;119;1;0;2;0;1;19
Thursday;;;;;;;;;
rode_bonen;2026-06-25;500;510;4;76;42;0;33;12
rijstkoek;2026-06-25;30.8;119;1;0;2;0;1;12
pijnboompitten;2026-06-25;50;349;34;3;7;0;2;15
rode_bonen;2026-06-25;500;510;4;76;42;0;33;19
rijstkoek;2026-06-25;30.8;119;1;0;2;0;1;19
rijstkoek;2026-06-25;38.5;149;1;0;3;0;1;22
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
